20141001T000000 43.35 43.5 42.41 42.68 1686600 42.68
20141002T000000 42.89 42.93 42.1 42.76 1340700 42.76
20141003T000000 42.31 42.75 42.05 42.55 1611800 42.55
20141006T000000 42.72 42.82 42.22 42.6 958900 42.6
20141007T000000 42.17 42.17 41.47 41.55 1613200 41.55
20141008T000000 41.2 42.48 41.03 42.43 2208400 42.43
20141009T000000 42.48 42.61 41.48 41.7 2044800 41.7
20141010T000000 41.06 41.19 40.01 40.02 2214600 40.02
20141013T000000 39.8 40.25 38.89 39.5 2487300 39.5
20141014T000000 40.32 41.37 40.11 40.49 2234400 40.49
20141015T000000 40.15 40.92 39.37 40.71 2253000 40.71
20141016T000000 40.06 41.98 39.96 41.47 1675500 41.47
20141017T000000 42.24 42.67 41.74 41.98 1361400 41.98
20141020T000000 41.21 41.63 40.97 41.56 1777600 41.56
20141021T000000 38.97 39.66 37.75 39.57 7363600 39.57
20141022T000000 39.66 40.32 39.26 39.28 3599900 39.28
20141023T000000 39.55 39.98 39.41 39.53 1688200 39.53
20141024T000000 39.4 39.93 39.34 39.61 1394900 39.61
20141027T000000 39.18 39.77 38.86 39.37 1916400 39.37
20141028T000000 39.85 40.89 39.79 40.79 2113700 40.79
20141029T000000 40.57 40.62 39.71 40.06 2343900 40.06
20141030T000000 40.21 40.88 39.93 40.65 2414600 40.65
20141031T000000 41.8 42.75 41.78 42.71 4795200 42.71
20141103T000000 42.34 42.52 42.1 42.25 1474200 42.25
20141104T000000 42.27 42.42 41.87 42.1 952400 42.1
20141105T000000 42.36 42.71 41.97 42.5 1830300 42.5
20141106T000000 42.51 42.8 42.19 42.38 1817800 42.38
20141107T000000 41.95 42.04 41.38 41.44 3165800 41.44
20141110T000000 41.86 42.16 41.73 42.01 1604300 42.01
20141111T000000 41.8 41.94 41.59 41.74 874900 41.74
20141112T000000 41.41 41.47 41.21 41.39 1524900 41.39
20141113T000000 41.37 41.58 40.96 41.26 1389500 41.26
20141114T000000 40.8 41.73 40.76 41.69 1808700 41.69
20141117T000000 41.9 42.11 41.73 42.07 1613900 42.07
20141118T000000 41.48 41.96 41.42 41.67 1205800 41.67
20141119T000000 41.97 42.23 41.53 41.91 1019400 41.91
20141120T000000 41.88 42.38 41.8 42.34 917600 42.34
20141121T000000 42.58 42.72 42.34 42.54 1536000 42.54
20141124T000000 42.76 42.86 42.22 42.53 1076400 42.53
20141125T000000 42.46 42.77 42.24 42.33 1211400 42.33
20141126T000000 42.5 43.05 42.36 42.98 1175400 42.98
20141128T000000 43.05 43.26 42.75 42.84 510600 42.84
