20141105T000000 556.8 556.8 544.05 545.92 2026700 545.92
20141106T000000 545.5 546.89 540.97 542.04 1329600 542.04
20141107T000000 546.21 546.21 538.67 541.01 1629300 541.01
20141110T000000 541.46 549.59 541.02 547.49 1131500 547.49
20141111T000000 548.49 551.94 546.3 550.29 962900 550.29
20141112T000000 550.39 550.46 545.17 547.31 1126300 547.31
20141113T000000 549.8 549.8 543.48 545.38 1335700 545.38
20141114T000000 546.68 546.68 542.15 544.4 1285700 544.4
20141117T000000 543.58 543.79 534.06 536.51 1721100 536.51
20141118T000000 537.5 541.94 534.17 535.03 1957300 535.03
20141119T000000 535.0 538.24 530.08 536.99 1387800 536.99
20141120T000000 531.25 535.11 531.08 534.83 1557700 534.83
20141121T000000 541.61 542.14 536.56 537.5 2217600 537.5
20141124T000000 537.65 542.7 535.62 539.27 1701300 539.27
20141125T000000 539.0 543.98 538.6 541.08 1784200 541.08
20141126T000000 540.88 541.55 537.04 540.37 1518800 540.37
20141128T000000 540.62 542.0 536.6 541.83 1145200 541.83
20141201T000000 538.9 541.41 531.86 533.8 2109600 533.8
20141202T000000 533.51 535.5 529.8 533.75 1521600 533.75
20141203T000000 531.44 536.0 529.26 531.32 1274500 531.32
20141204T000000 531.16 537.34 528.59 537.31 1388300 537.31
20141205T000000 531.0 532.89 524.28 525.26 2558600 525.26
20141208T000000 527.13 531.0 523.79 526.98 2323000 526.98
20141209T000000 522.14 534.19 520.5 533.37 1866200 533.37
20141210T000000 533.08 536.33 525.56 526.06 1707600 526.06
20141211T000000 527.8 533.92 527.1 528.34 1606400 528.34
20141212T000000 523.51 528.5 518.66 518.66 1989100 518.66
20141215T000000 522.74 523.1 513.27 513.8 2805700 513.8
20141216T000000 511.56 513.05 489.0 495.39 3953400 495.39
20141217T000000 497.0 507.0 496.81 504.89 2875300 504.89
20141218T000000 512.95 513.87 504.7 511.1 2918700 511.1
20141219T000000 511.51 517.72 506.91 516.35 3680100 516.35
20141222T000000 516.08 526.46 516.08 524.87 2716300 524.87
20141223T000000 527.0 534.56 526.29 530.59 2191600 530.59
20141224T000000 530.51 531.76 527.02 528.77 704000 528.77
20141226T000000 528.77 534.25 527.31 534.03 1033200 534.03
20141229T000000 532.19 535.48 530.01 530.33 2272300 530.33
20141230T000000 528.09 531.15 527.13 530.42 873900 530.42
20141231T000000 531.25 532.6 525.8 526.4 1364500 526.4
